"OPTY_ID","DRVD_BU_MKT_SEG_NM","DRVD_SVP_REGN_NM","OPTY_BAND","WON_AMT","OPTY_NM","OPTY_TYP","OPTY_SRC_NM","LEAD_TYP","OPTY_AGE","WON_FLG","INDUSTRY_NM","EMP_BAND","SPRT_LVL_NM"
"0060M000015SVJnQAO","ESMB","JP",">500K",0,"KMT CO.LTD.-EE+2(2),Premier","New Business","SDR","Third Party Event",0,"N","Other","<50","Basic"
"0060M000015FA63QAG","ESMB","AMER","<1K",0,"GridGain Systems- (+3-5) Service Cloud","Add-On Business","Cloud Sales","Other",0,"N","Professional Services","<50","Basic"
"0060M000015XJqEQAW","ESMB","AMER","<1K",0,"Boss Law - MC","New Business","SDR","Other",0,"N","Professional Services","<50","Basic"
"0060M000015ZXv2QAG","ENTR","EMEA","5K-10K",0,"Club XXIème Siècle - 3PE + PSP","New Business","SDR","Other",0,"N","Other","200-1000","Basic"
"0060M0000152kQiQAI","ENTR","AMER","100K-500K",0,"B2B - Brink's Incorporated - NB","New Business","BDR","Other",0,"N","Professional Services","200-1000","Basic"
"0063000000zYGoCAAW","Other","Other","<1K",0,"Knowledge Delivery Systems - Webstore","New Business","AE","Other",1402,"N","Other","1000-5000","Basic"
"0060M000015JMeQQAW","ENTR","AMER","10K-100K",0,"Indiana Attorney General - File Storage Add-On","Add-On Business","BDR","Other",0,"N","Public Sector","1000-5000","Premier"
"0060M0000155B7VQAU","ESMB","JP",">500K",0,"Gutsmans Co., Ltd.-EE+9(9),Premier","New Business","SDR","Demo Center Registration",0,"N","Professional Services","<50","Basic"
"0060M000015XhKUQA0","CMRCL","AMER","<1K",0,"The Keto Oven-(+1 PE, Sales Cloud) and Pardot","New Business","SDR","Inbound Call",0,"N","Other","<50","Basic"
"0060M000015IJwpQAG","ESMB","AMER","5K-10K",0,"Transparent Productions-(+10) 10 PE","New Business","SDR","Demo Center Registration",0,"N","Communications & Media","<50","Basic"
"0060M000015ICIcQAO","CMRCL","EMEA","<1K",0,"TELECABLE- Upgrade SOCIAL","Upgrade","AE","Other",0,"N","Professional Services","50-200","Basic"
"0060M000015SVIkQAO","ESMB","JP","100K-500K",0,"NearMe, Inc.-EE+1(1),premier","New Business","SDR","Other",0,"N","Communications & Media","<50","Basic"
"0060M000015SmeDQAS","CMRCL","AMER","1K-5K",0,"Willow Bend Pharmacy - Marketing Cloud","New Business","SDR","Other",0,"N","Healthcare & Life Sciences","<50","Basic"
"0060M0000151lPfQAI","CMRCL","AMER","<1K",0,"Fire Science Tech (+3) 3 Web Services API","Add-On Business","AE","Other",0,"N","Engineering, Construction, & Real Estate","<50","Basic"
"0060M000015IOqNQAW","ESMB","AMER","<1K",0,"Semaphore Holdings - Webstore","Add-On Business","AE","Other",0,"N","Financial Services","<50","Basic"
"0060M0000151VVSQA2","CMRCL","JP",">500K",0,"FUJI REALTY CO.,Ltd.-EE+3(3),premier","New Business","SDR","Other",0,"N","Engineering, Construction, & Real Estate","<50","Basic"
"0060M0000154O5GQAU","ENTR","LACA","10K-100K",0,"Sebrae SP - [+56] 56 Service Cloud [BDR]","New Business","BDR","Other",0,"N","Professional Services","1000-5000","Basic"
"0060M000015XpwHQAS","ESMB","JP","100K-500K",0,"MANSHON SUPPORT FUKUSHIMA CO.,Ltd.-EE+1(1),Premier","New Business","SDR","Other",0,"N","Other","<50","Basic"
"0060M000012VOXQQA4","ESMB","JP","100K-500K",0,"Points Japan Co., Ltd.-EE+1(1),Premier","New Business","SDR","Third Party Event",0,"N","Retail & CG","<50","Basic"
"0060M000014t9qGQAQ","ENTR","AMER","10K-100K",0,"B2B - Hydrite Chemical Co. - NB","New Business","BDR","Other",0,"N","Manufacturing","200-1000","Basic"
"0063000000vXebrAAC","Other","AMER","5K-10K",0,"Digital Peripheral Solutions - Sales Cloud 10-60 PE / Work.com","New Business","SDR","Demo Center Registration",1939,"N","Communications & Media","50-200","Basic"
"00600000000kQjoAAE","Other","Other","100K-500K",0,"Centimark 220 (225) PA","New Business","N/A","Other",6541,"N","Engineering, Construction, & Real Estate","1000-5000","Basic"
"0063000000CJyFvAAL","Other","AMER","10K-100K",0,"Centimark (+100EE) 100","New Business","AE","Other",4066,"N","Engineering, Construction, & Real Estate","1000-5000","Basic"
"0060M00001543FDQAY","CMRCL","LACA","10K-100K",0,"MC - KFC Ecuador - NB - MC + SS","New Business","SDR","Demo Center Registration",0,"N","Retail & CG",">5000","Basic"
"00630000008YqXsAAK","Other","AMER","10K-100K",0,"Thermo PID CSS (Lou)","New Business","AE","Other",4368,"N","Healthcare & Life Sciences",">5000","Basic"
"0060M000012VOvmQAG","CMRCL","AMER","<1K",0,"Ahead LLC - Webstore","Add-On Business","AE","Other",0,"N","High Tech","200-1000","Premier"
"0060M000015C3rBQAS","ESMB","AMER","<1K",0,"ABA Connect Renewal 1 SFA, 1 SalesforceIQ","Renewal","N/A","Other",0,"N","Healthcare & Life Sciences","<50","Basic"
"0060M000014XwKeQAK","ENTR","LACA","10K-100K",0,"MC - Hir Casa (Freeway) - NB - SS","New Business","AE","Partner Sourced",0,"N","Engineering, Construction, & Real Estate","200-1000","Premier"
"0060M0000150VezQAE","CMRCL","AMER","<1K",0,"Harris Associates +Pardot #PDTBlitz3","Add-On Business","AE","Other",0,"N","Financial Services","200-1000","Premier"
"0060M000013oZJyQAM","CMRCL","AMER","10K-100K",0,"Milan Laser Aesthetics - Engage (20)","Add-On Business","Cloud Sales","Other",0,"N","Professional Services","50-200","Basic"
"0060M0000156nkHQAQ","ENTR","LACA",">500K",0,"AMX BR / CEC - (+55000SVC) 55000SVC - RAMP ACV","Add-On Business","BDR","Other",0,"N","Communications & Media",">5000","Premier"
"0060M000014kYH7QAM","ENTR","AMER","100K-500K",0,"Molson Coors - Salesforce DMP Phase 2 #KRUX","New Business","BDR","Other",0,"N","Retail & CG",">5000","Premier"
"0063000000xZIAAAA4","CMRCL","AMER","10K-100K",0,"Builder Homesite, Inc. - ET, Adv, Email","New Business","N/A","Other",1576,"N","Engineering, Construction, & Real Estate","200-1000","Basic"
"0060M000014sY0mQAE","CMRCL","LACA",">500K",0,"#BBFY19 #FY19BIGBETS MC_ES_AO_BBVA MX_ET_Uplift","Add-On Business","AE","Other",0,"N","Financial Services","1000-5000","Premier"
"0063000000R2fOPAAZ","Other","AMER","<1K",0,"Bowen Engineering Corporation - Webstore","New Business","AE","Other",3422,"N","Engineering, Construction, & Real Estate","200-1000","Basic"
"0063000000zOFJ6AAO","Other","AMER","10K-100K",0,"Centimark Corporation +50 EE","Add-On Business","AE","Other",1259,"N","Engineering, Construction, & Real Estate","1000-5000","Basic"
"006300000136QZfAAM","ENTR","AMER","<1K",0,"salesforce.com (m) AC-001321815-TPL-115-Jan 12, 2016-San Francisco -Gang Luo","Internal","N/A","Other",931,"N","High Tech",">5000","Basic"
"006300000137R7LAAU","ENTR","AMER","<1K",0,"salesforce.com (m) AC-001321815-ANC-201-Feb 19, 2016-Virtual Training  Unit-Inessa Podvorna","Public","N/A","Other",862,"N","High Tech",">5000","Basic"
"0060M000015JCjxQAG","CMRCL","AMER","5K-10K",0,"West Shore Window & Door + 1,000 logins (1,000 Logins Customer Community)","Add-On Business","Cloud Sales","Other",0,"N","Manufacturing","50-200","Basic"
"0060M000015Xat5QAC","ESMB","AMER","<1K",0,"PCE Management, Inc.- (+1) 1 Pardot + Engage","New Business","SDR","Demo Center Registration",0,"N","Financial Services","<50","Premier"
"0060M000015SjOhQAK","ESMB","AMER","1K-5K",0,"Great Valley Advisor Group (+Field Audit Trail)","Add-On Business","AE","Other",0,"N","Financial Services","<50","Basic"
"0060M000015XHSAQA4","ESMB","APAC","1K-5K",0,"Guestasy-(+4) 4Essentials","New Business","SDR","Demo Center Registration",0,"N","High Tech","<50","Basic"
"0060M00001509HzQAI","CMRCL","AMER","100K-500K",0,"B2B - Zadoon - Community Commerce Portal","New Business","SDR","Other",0,"N","Manufacturing","<50","Premier"
"0060M000015BE4rQAG","CMRCL","AMER","<1K",0,"Forsight Renewal 1 SFA, 1 SalesforceIQ","Renewal","N/A","Other",0,"N","Professional Services","<50","Basic"
"0060M0000154HecQAE","ENTR","Other","<1K",0,"B2B Palo Alto Networks Site Readiness Advisory","B2B Commerce Cloud SRA Advisory","AE","Other",0,"N","High Tech",">5000","Premier"
"0063000000uMTfeAAG","Other","Other","<1K",0,"QuestMark Flooring - Webstore","New Business","AE","Other",2137,"N","Other","1000-5000","Basic"
"0060M000015K8kzQAC","CMRCL","AMER","10K-100K",0,"Azbil - (?) Partner Community Members","Add-On Business","SDR","Other",0,"N","Manufacturing","<50","Basic"
"0060M000015ZiFvQAK","CMRCL","AMER","<1K",0,"FirstLight - (+3) 3EE License Transfer","Add-On Business","AE","Other",0,"N","Communications & Media","200-1000","Basic"
"0060M000015SeThQAK","ESMB","AMER","1K-5K",0,"Beaconsfield Capital- (+1) PE + Inbox","New Business","SDR","Demo Center Registration",0,"N","Financial Services","<50","Basic"
"00630000009iXGDAA2","Other","AMER","1K-5K",0,"New Home Technologies (+1) 7EE","Add-On Business","AE","Other",4279,"N","Engineering, Construction, & Real Estate","200-1000","Basic"
"00630000005FAgcAAG","Other","AMER","<1K",0,"Pixion Inc. (-6) 6 PE","Contract not Renewed","N/A","Other",4489,"N","High Tech","<50","Basic"
"0060M0000156SpeQAE","CMRCL","AMER","10K-100K",0,"Workwave (+190) 190 Sales Cloud Einstein","Add-On Business","AE","Other",0,"N","High Tech","200-1000","Premier"
"0060M000015IXXFQA4","ENTR","EMEA","<1K",0,"Prezzo Ltd Renewal 201700 MC ExactTarget","Renewal","N/A","Other",0,"N","Retail & CG","1000-5000","Basic"
"0060M000015I7qyQAC","CMRCL","AMER","100K-500K",0,"Pure (Einstein Sales and Service)","Add-On Business","Cloud Sales","Other",0,"N","High Tech","1000-5000","Premier"
"0060M000012VOtvQAG","CMRCL","AMER","<1K",0,"HTH Worldwide - Webstore","Add-On Business","AE","Other",0,"N","Healthcare & Life Sciences","200-1000","Premier"
"0060M000015KbTmQAK","CMRCL","AMER","10K-100K",0,"Holistix Treatment Center - 1000 Customer Community Plus Logins","Add-On Business","AE","Other",0,"N","Healthcare & Life Sciences","50-200","Basic"
"00600000005e3wxAAA","Other","AMER","10K-100K",0,"Centimark Corporation-(+20)","New Business","N/A","Other",5823,"N","Engineering, Construction, & Real Estate","1000-5000","Basic"
"0060M000015Nvy9QAC","CMRCL","JP","10K-100K",0,"【Reseller】Relia,Inc.-PE(28),Knowledge+2(2)","Add-On Business","AE","Partner Sourced",0,"N","Professional Services","1000-5000","Basic"
"0060M000015ZOtCQAW","CMRCL","AMER","1K-5K",0,"Senior Care U S A - Email Studio","New Business","AE","Other",0,"N","Financial Services","50-200","Basic"
"0063000000uOc7UAAS","Other","AMER","<1K",0,"Satmetrix - Webstore","New Business","AE","Other",2071,"N","Other","200-1000","Basic"
"0060M000013x02qQAA","ESMB","APAC","10K-100K",0,"Navigo (See HROnboard) +10EE","Add-On Business","AE","Other",722,"N","High Tech","<50","Basic"
"0063000000yToZjAAK","Other","EMEA","1K-5K",0,"INOZY- 1/2 EE +Plateform","New Business","SDR","Contact Me Form",1555,"N","Retail & CG","<50","Basic"
"0060M000015ZarcQAC","ESMB","AMER","10K-100K",0,"Skinfix Inc. - Ad Studio","Add-On Business","AE","Other",0,"N","Retail & CG","<50","Basic"
"0063000000xYdaZAAS","Other","Other","<1K",0,"Idexcel - Webstore","New Business","AE","Other",1604,"N","High Tech","200-1000","Basic"
"0060M000015ZO60QAG","CMRCL","AMER","1K-5K",0,"Arluck Promotions Inc + 3-4 (Inbox)","Add-On Business","AE","Other",0,"N","Professional Services","<50","Premier"
"0060M000014qjZyQAI","ESMB","Other","1K-5K",0,"POINT DUME Limited - Webstore","New Business","AE","Other",0,"N","High Tech","<50","Basic"
"0060M000015SrfrQAC","ENTR","AMER","<1K",0,"Courtesy 1600 UE  - TC","Courtesy","AE","Other",0,"N","Agriculture & Mining",">5000","Premier"
"0060M000015XZ04QAG","ENTR","LACA","10K-100K",0,"MC - TEAM Mexico - SS - NB","New Business","SDR","Contact Me Form",0,"N","High Tech","200-1000","Basic"
"0060M000015Xu9JQAS","CMRCL","AMER","<1K",0,"Lancaster Investigations LLC-(+1) 1 PE","New Business","SDR","Demo Center Registration",0,"N","Professional Services","<50","Basic"
"0060M0000151UEfQAM","ESMB","AMER","1K-5K",0,"Jordan W Individual- (+2) 2 PE +PSA","New Business","SDR","Demo Center Registration",0,"N","Professional Services","<50","Basic"
"0060M000015AzFDQA0","CMRCL","AMER","1K-5K",0,"Tiber Renewal 2 SFA, 2 Call Center, 1 SalesforceIQ","Renewal","N/A","Other",0,"N","Other","<50","Basic"
"0060M000015XuFCQA0","ESMB","APAC","<1K",0,"UPTO - (+1) 1EE","New Business","SDR","E-Book",0,"N","Other","<50","Basic"
"0060M000015I0eHQAS","ESMB","AMER","<1K",0,"Art with Heart- PSA","Add-On Business","SDR","Webinar",0,"N","Healthcare & Life Sciences","<50","Basic"
"0063000000zZdgHAAS","CMRCL","Other","<1K",0,"Cloudcraze - Webstore","New Business","AE","Other",1389,"N","High Tech","50-200","Basic"
"0060M000015SrIYQA0","ESMB","AMER","<1K",0,"TR International Trading Company, Inc. Renewals Off Cycle Forecasting Non-Coterminous Order","Off-Cycle Non Coterminous Order","N/A","Other",0,"N","Manufacturing","<50","Premier"
"0060M000012VPAXQA4","ESMB","APAC","<1K",0,"Teach For Nepal - Webstore","Add-On Business","AE","Other",0,"N","Other","<50","Basic"
"0060M000012VP8MQAW","CMRCL","APAC","1K-5K",0,"BDO EAST COAST PARTNERSHIP - Webstore","Add-On Business","AE","Other",0,"N","Financial Services","50-200","Basic"
"0060M000015BWHaQAO","CMRCL","AMER","<1K",0,"ACMEPLUS INC. Renewal 1 SFA, 1 SalesforceIQ","Renewal","N/A","Other",0,"N","Communications & Media","<50","Basic"
"0060M000015OYoLQAW","ESMB","APAC","<1K",0,"ECO-Sweet - ( + 1 ) 1 Essentials","New Business","SDR","Demo Center Registration",0,"N","Retail & CG","<50","Basic"
"0060M000015SrUhQAK","CMRCL","EMEA","<1K",0,"LES AMIS DES ENFANTS DU MONDE FDN DEC20 AutoRenew","Renewal","AE","Other",0,"N","Healthcare & Life Sciences","<50","Basic"
"0060M000015SrUlQAK","ENTR","Other","<1K",0,"The Memphis Lift FDN DEC20 AutoRenew","Renewal","AE","Other",0,"N","Other","<50","Basic"
"0060M000014JCxGQAW","ESMB","APAC","1K-5K",0,"Open Sim SIm (4PE)","Upgrade","AE","Other",499,"N","High Tech","<50","Basic"
"0060M000014JCUqQAO","CMRCL","AMER","10K-100K",0,"Mesirow Advanced Strategies, Inc. Renewal 72 SFA, 185 Sandbox, 20 Platform REPLACEMENT","Renewal","N/A","Other",0,"N","Financial Services","200-1000","Premier"
"0060M000013uCarQAE","CMRCL","AMER","<1K",0,"WAY MEDIA INC -NP Attrition -16EE","Attrition","AE","Other",698,"N","Communications & Media","50-200","Basic"
"00630000012aeDoAAI","ESMB","AMER","1K-5K",0,"Beaubien Investment Group (+1) Wave Platform","Add-On Business","SDR","Chat",0,"N","Financial Services","<50","Basic"
"00630000012XRU8AAO","ESMB","AMER","1K-5K",0,"ACME Farms + Kitchen- (+5) 5 PE","New Business","SDR","Demo Center Registration",1003,"N","Retail & CG","<50","Basic"
"0063000000yx27fAAA","ESMB","LACA","10K-100K",0,"Marquis Reforma EE Upgrade (+18 EE)","Upgrade","AE","Other",1505,"N","Travel, Transportation, & Hospitality","200-1000","Basic"
"0063000000hTQp7AAG","ESMB","AMER","1K-5K",0,"Marimba One-(+4) 4 PE","New Business","SDR","Demo Center Registration",2778,"N","Retail & CG","<50","Premier"
"0063000000xa5g5AAA","ESMB","AMER","<1K",0,"Hendlin International Content April 2014","Add-On Business","N/A","Other",1549,"N","Retail & CG","<50","Basic"
"00630000012QSoJAAW","Other","Other","<1K",0,"University of the Nations - Hawaii (main org) Renewal 1 MC ExactTarget","Renewal","N/A","Other",831,"N","Education","200-1000","Basic"
"0060M000011ldgNQAQ","ENTR","AMER","10K-100K",0,"Apigee Corporation (+Full Copy Sandbox) Full Copy Sandbox","Add-On Business","AE","Other",0,"N","High Tech","200-1000","Signature"
"0060M000014OJMiQAO","ENTR","AMER","100K-500K",0,"Life Care Center of America +150 Service Cloud","New Business","BDR","Other",0,"N","Healthcare & Life Sciences","50-200","Basic"
"0060M000014OBa3QAG","CMRCL","EMEA","10K-100K",0,"Treston Oy - 80 CPQ+ (early renewal)","Renewal","AE","Other",0,"N","Manufacturing","200-1000","Basic"
"0060M000014h0C8QAI","CMRCL","AMER","5K-10K",0,"One Call Construction- (+7) 7 EE FSL, 3 Dispatch, 4 Technician","New Business","SDR","Inbound Call",0,"N","Engineering, Construction, & Real Estate","<50","Basic"
"0060M000014xbDAQAY","CMRCL","APAC","10K-100K",0,"The Distributors (+20) 20EDD","New Business","BDR","Other",0,"N","Manufacturing","1000-5000","Basic"
"0060M000014ka33QAA","CMRCL","AMER","10K-100K",0,"Resource Well Completion (+pardot)","Add-On Business","AE","Other",113,"N","Manufacturing","50-200","Basic"
"0060M000014ka6qQAA","ESMB","EMEA","5K-10K",0,"Ventec Systems - Pardot Standard","New Business","AE","Other",0,"N","Professional Services","<50","Basic"
"0060M000014ndOzQAI","ENTR","AMER","1K-5K",0,"Objectiva Software Solutions - Webstore","Add-On Business","AE","Other",0,"N","High Tech","<50","Premier"
"0063000000plQ38AAE","CMRCL","AMER","1K-5K",0,"King Plastic Corp.- (+5) 5 PE","New Business","SDR","Sign-Up Form",2327,"N","Manufacturing","50-200","Basic"
"0063000000plYo3AAE","ESMB","AMER","<1K",0,"Delfos Cloud - Webstore","New Business","AE","Other",2325,"N","High Tech","<50","Basic"
"0063000000nhCPEAA2","ENTR","AMER","1K-5K",0,"ACT, Inc. (Schools) Test Security Team (+10 Service Cloud)","Add-On Business","AE","Other",2387,"N","Education","1000-5000","Basic"
"0063000000cMWy2AAG","ENTR","AMER","10K-100K",0,"Veretech (+50) 50EE [EBR]","New Business","BDR","Other",2956,"N","High Tech","<50","Basic"
"0063000000x2xtZAAQ","Other","AMER","5K-10K",0,"Revolution Analytics (+PC) Partner Community","Add-On Business","AE","Other",1778,"N","High Tech","50-200","Basic"
"0063000000wLiQBAA0","CMRCL","AMER","<1K",0,"McCracken Alliance - Webstore","Add-On Business","AE","Other",1816,"N","Other","<50","Basic"
"006300000137G7WAAU","CMRCL","AMER","10K-100K",0,"Kemin Industries, Inc. (+40) 40 EE","New Business","BDR","Other",0,"N","Retail & CG","200-1000","Basic"
"0060M000013trvcQAA","ENTR","AMER","100K-500K",0,"Nashville Electric Service (+150) 150EE Service","New Business","BDR","Other",0,"N","Manufacturing","200-1000","Basic"
"0063000000cGwBtAAK","ENTR","AMER","100K-500K",0,"Pacific Life-Pivotal Swap [+100]100 SFA [ebr]","New Business","BDR","Other",2961,"N","Financial Services","1000-5000","Premier"
"0063000000jJ2YYAA0","ESMB","AMER","1K-5K",0,"Cornerstone Wellness- (+5) 5 PE","New Business","SDR","Demo Center Registration",2719,"N","Healthcare & Life Sciences","<50","Basic"
"0063000000kPffDAAS","ESMB","AMER","1K-5K",0,"Weinerman Pain & Wellness- (+2) 2 PE","New Business","SDR","Demo Center Registration",2680,"N","Healthcare & Life Sciences","<50","Basic"
"0063000000cMW7XAAW","Other","AMER","1K-5K",0,"Survivology-(+3)3PE","New Business","SDR","Sign-Up Form",2956,"N","Engineering, Construction, & Real Estate","<50","Basic"
"0063000000xPRJ4AAO","US PS","AMER","10K-100K",0,"Occupational Health and Safety Contact Centre [EBR]","New Business","BDR","Other",1703,"N","Public Sector","<50","Basic"
"0060M000011m6E3QAI","CMRCL","AMER","1K-5K",0,"VON Tobel Lumber And Hardware- (+5) 5 PE","New Business","SDR","E-Book",0,"N","Professional Services","50-200","Basic"
"0060M000013VvO0QAK","CMRCL","AMER","<1K",0,"Morris State Bank (XDBR HOLD Service & Mortgage)","Add-On Business","BDR","Other",713,"N","Financial Services","50-200","Basic"
"0060M000011m9VRQAY","CMRCL","AMER","1K-5K",0,"Mayor Logistics Inc-(+6) 6PE","New Business","SDR","Demo Center Registration",0,"N","Travel, Transportation, & Hospitality","50-200","Basic"
"0060M000013Vy6fQAC","ESMB","AMER","1K-5K",0,"Inova Software +4PE","Add-On Business","AE","Other",709,"N","Professional Services","<50","Basic"
"0060M000013u3vGQAQ","ENTR","LACA","5K-10K",0,"Azul Viagens - (+24) 24 Force.com [BDR]","New Business","BDR","Other",0,"N","Travel, Transportation, & Hospitality","1000-5000","Basic"
"0060M000013xAenQAE","CMRCL","AMER","<1K",0,"Prospectr Marketing: Pardot Standard + Engage","Add-On Business","SDR","Other",708,"N","Professional Services","<50","Basic"
"0060M000013nhiKQAQ","CMRCL","APAC","<1K",0,"Prijector (+1)1 PE","New Business","SDR","Demo Center Registration",0,"N","Other","<50","Basic"
"0063000000XnWoxAAF","ESMB","AMER","<1K",0,"Break the Cycle Renewal 10 EE","Other","N/A","Other",3146,"N","Professional Services","<50","Basic"
