"OPTY_ID_15","OPTY_NM","OPTY_TYP","OPTY_SRC_NM","OPTY_AGE","OPTY_BAND","LEAD_SRC_NM","WON_FLG","LEAD_SL_PRTNR_ROLE","PRTNR_REGN_NEW","PRTNR_TYP_DESC","PRIM_PROD_INT","INIT_PROD_INT","INDUSTRY_NM","EMP_BAND","ACCT_OWN_REGN_NM","ACCT_TYP","SEG_CD"
L2CS0XDG39PF0,TGG4FZ0PGBVXWA4DY97NGV09I81,"Add-On Business","Cloud Sales",186,"(05) $150K - $250K","CFL","N","Joint Sales","AMER","Consulting Partner;GPA","Work.com",,"Communications & Media","10001+ ","AMER","Unlimited Customer","Top"
J,P79G1XUHKSZJUU,"New Business","AE",,"(05) $150K - $250K","Sales Generated","N",,,,"Work.com",,"Healthcare & Life Sciences","10001+ ","AMER","Unlimited Customer","Top"
Z1,NCI9C6DIH9A1NK71TGC0TEO82DNJA0GWUD6J1K6G7M92TJ81FCG1RHBAVU6Z9M0NF4HW6WSAYPB9DJ8C,"New Business","AE",,"(04) $100K - $150K","AE Generated - Create Account","N",,,,"Work.com",,"Financial Services","2501-5000","APAC","Unlimited Customer","Large"
OTK6R9YZ,EQDZJTMMZJ1ER9YPNC4O33C5ZMAZA3S5ALMQ8VHF8S7I2NWIY6OINAFBBRNI52UMJTUHATMNATZKLW5QSLO12GM3H,"Add-On Business","AE",,"(05) $150K - $250K",,"N",,,,"Work.com",,"Financial Services","5001-10000","AMER",,"Large"
8,QGYGZKFCC33NJVDNUKMLVA54ATXG3QGOG2AX052AN24AIVS7B42HWYMVJBRFXX6F,"New Business","AE",,"(08) $1M - $3M",,"N","No Partner","AMER","ISV Partner","Work.com",,"Healthcare & Life Sciences","10001+ ","AMER","Unlimited Customer","Large"
FZU4LM7GJJ0BLI,T2EMWJ5YKX3YY8FACVC34EEMY4IBS512LGYJA1NLKBL9T9PQ369HMWEDMP03RA1T874S,"Add-On Business","AE",28,"(01) <=$25K","Salesforce AE","N",,,,"Work.com","Work.com","High Tech","501-1000","AMER","Unlimited Customer","Small"
7MJYWGZ,NSVFJVIX6EQZ96U82O7C5XXRXV2WJ3RVIMBI5KRJVPOAL4B2YWS48VVWYIP0Q3R1TW8724BFYGTA9WS2SYNTDIRXKYV0H8YQ1XU4RU,"Add-On Business","Cloud Sales",,"(06) $250K - $500K","Solution Specialist","N",,,,"Work.com",,"Manufacturing","10001+ ","AMER","Enterprise Customer","Top"
AAARK730,WRP86VABH6J3QLO6NUHTNEDA8Y61MW971A3CYF0A98XN2FA4KW80HF66KMYRGWGYVM7YY294WEX3LBFEYRT6PK5A6U209DOKQ0E09U0NX922LHLMIURXNM,"New Business","AE",,"(01) <=$25K","Direct Mail","N",,,,"Work.com",,"Financial Services","1501-2500","EMEA",,"N/A"
SAXSFY9I,X80NR9TY4FYBFLBKDOVY671Z9FXEICIGO9MYJZVY7E8JH3V9QPZQSHHHZLCQSOWPEGH1WD,"New Business","AE",,"(07) $500K - $1M","AE Generated - Create Account","N","Joint Sales","AMER","Consulting Partner;GSI","Work.com",,"Communications & Media","1-20","AMER",,"Large"
NLOXC,8O3SRPXIPC7,"Add-On Business","AE",,"(01) <=$25K",,"N",,,,"Work.com",,"Retail & CG","46-200","EMEA",,"Large"
G5,I48TVKAG2W1KPF7OTQ8LXPG4SMRZWLUCBBNY2BS9,"Add-On Business","BDR",839,"(01) <=$25K","EBR Generated","N","Joint Sales","AMER","Consulting Partner;GSI","Work.com",,"Financial Services","10001+ ","AMER",,"Top"
VQ4AWVJC,3MHK4G7XIT8MSYLQIWO3IY8TAS9WZKECA0QEBOHRORF3OQ49U7SS26WIV3O,"New Business","BDR",84,"(04) $100K - $150K",,"N","Joint Sales","AMER","Consulting Partner;OEM;GSI;ISVforce","Work.com","Work.com","Manufacturing","2501-5000","AMER",,"N/A"
P,3R5EOLFGVFTJK8D97PRJNBAPJJ0XC2TDNFLSRRJAHW6TQUP66F647YFE0HIZENAWL1V9D7VM0CQL9RK5XZIOWWYXZDR2DCY839MXK583W,"New Business","AE",34,"(03) $50K - $100K","AE Generated - Create Account","N",,,,"Work.com","Work.com","High Tech","501-1000","AMER","Enterprise Customer","Large"
KY2J34L2T8E9Q7Q,8VPSTCDF,"Add-On Business","AE",,"(05) $150K - $250K","Salesforce AE","N","Joint Sales","APAC","Consulting Partner","Work.com",,"Healthcare & Life Sciences","201-500","AMER",,"Large"
ZJN4,FMDIY04LWX8HE5ZUPSLSY2KTGB5YR6UR24XP3LTKXCJ1CC49AEU27V,"New Business","EBR",365,"(03) $50K - $100K","Website","N",,,,"Work.com",,"High Tech","2501-5000","AMER","Unlimited Customer","Flagship"
MQEMRLJ3Y,MR84PJTDJS2F1AXS7ROGKD22W6Y4Y,"New Business","Cloud Sales",,"(11) >$10M+","Salesforce AE","N",,,,"Work.com",,"Healthcare & Life Sciences","10001+ ","AMER","Unlimited Customer","Very Small"
GYOI0FAUM7K5G,FVGE2HC362HKW3SYNV14F8LYATKHI5P9PSTC4LPID17H3EZ5HYZSQHLM94AC5VWLG7XCLPYI662IB9YS,"New Business","AE",,"(03) $50K - $100K","AE Generated - Create Account","N",,,,"Work.com",,"Professional Services","46-200","AMER","Unlimited Customer","Large"
J0LD,AC9Z4D41538QQJVBIDC9HFZUEI7JVDND5XL9LRXO6HQAETNEL5HBHZB1OL6OYUMYZYL,"New Business","AE",,"(02) $25K - $50K",,"N",,,,"Work.com",,"Professional Services","10001+ ","AMER","Unlimited Customer","Large"
LSCOIAA110IZ,CDC9VAHCAT09DB5,"New Business","AE",,"(04) $100K - $150K","AE Generated - Create Account","N",,,,"Work.com",,"Retail & CG","2501-5000","APAC","Unlimited Customer","Large"
1R7O,DLOQ1MKN4Z8FWLFBAO0271VVSRPKJ2U25JW6B0KMJV8GF72EBOO0ILU5KH9Q5NZMJZUMV,"Add-On Business","AE",76,"(02) $25K - $50K","CFL","N",,,,"Work.com",,"Communications & Media","10001+ ","AMER","Unlimited Customer","Top"
MNOM2VIZ,OJSMYNL9D8CDDJ05AA7839DV4QAB3V68KU6LB2J4C9UGWR3,"Add-On Business","AE",1217,"(01) <=$25K","Partner Referral","N","Sourced Lead","AMER","Consulting Partner",,"Work.com","High Tech","46-200","AMER","Enterprise Customer","Large"
LXAL18,0KQ853AQHYR37VQE15LOTVWMLOG4C8NRWQ205TL3WO01J6RHCGZYOKSZT9J91Y4EZX6AYB023UP4SN5M0HPO3FAVCDWVAPMKWSYOJP2MQTKK361,"New Business","AE",484,"(05) $150K - $250K","Partner","N",,,,"Work.com","Work.com","Retail & CG","5001-10000","AMER",,"Very Small"
7,PYJ8RK82MEN3DA7KPAW6XWUVU8Q4C3JAYPEJBCS8WLUO8TN30FIRG77VTXTI2ZMY3EBST0628J3,"Add-On Business","BDR",,"(06) $250K - $500K",,"N",,,,"Work.com",,"Financial Services","10001+ ","AMER","Unlimited Customer","Top"
416WP,NUTJ22Y4E13N8YLHMUJG50JFKDZIOS6FGP88014YJWU7AC3MO0FLGIE7234HEJK1BOIHEWH5TJO71PHQIHVYC78DW90DZWGPBF469D,"Add-On Business","AE",48,"(11) >$10M+","Sales Generated","N",,,,"Work.com","Work.com","High Tech","46-200","APAC","Unlimited Customer","Very Small"
NCFZ2D3V96B97,TA66360704L1D0RB1J3TNRRYMLYOHXRPEGL4FK30ZYOMFE12ZZYJ2DFS1SHDVM2D0RK8VKKO9M2R1EUMSOH9V,"Add-On Business","SDR",,"(01) <=$25K","Partner Referral","N","Sourced Lead","AMER","Consulting Partner;Force.com Reseller;Content Syndication",,"Work.com","Manufacturing","2501-5000","AMER","Unlimited Customer","Top"
3P,7XQGZLNNVOEYSWH3R2GF3MBLLGFNYRN3GH2720MPFW3XJJ,"New Business","Alliances",30,"(01) <=$25K","Partner","N",,,,"Work.com","Work.com","Retail & CG","5001-10000","AMER",,"Very Small"
CO9NUOOO31I1AT,UJQCB9905BLAYB8IRBT4H5MF9IQFKZKDLG6GOA79AJK0MUSXNNIYR85ZKLI24Y7CBR6R917I1VL7XCV05O0ZM68TGQ0DVWF04CU6CJ27JF03XGQITMCP980V,"New Business","AE",132,"(02) $25K - $50K","Customer/Other Referral","N",,,,"Work.com","Work.com","Professional Services","501-1000","APAC","Unlimited Customer","Very Small"
BYH,9JAL8JRP7V212ED80NYV61ONEAX9GBYGXLZ73HQ2Q4EQLSTT16F86KQF3VRJQGZMQQ2,"New Business","AE",632,"(03) $50K - $100K","Salesforce AE","N",,,,"Work.com",,"Financial Services","10001+ ","AMER","Unlimited Customer","Flagship"
6H7E9UWE9,1B4H1LQN185OSOU29UGO4Q3A99K98QPSAFAWT5ZRPJG1PF8F1BAOUGLHP,"New Business","BDR",280,"(01) <=$25K","Internet Search - Paid","N",,,,"Work.com",,"Retail & CG","1501-2500","EMEA","Enterprise Customer","Large"
A2Q5XZCH,DT9WWPRRWGXGX2UGY32IGB,"Add-On Business","AE (Mktg Infl)",1036,"(01) <=$25K","Salesforce AE","N",,,,"Work.com","Work.com","Financial Services","21-45","AMER",,"Small"
K4M7DI8FPJPWGQW,A,"New Business","Alliances",66,"(03) $50K - $100K","Partner Referral","N","Sourced Lead","APAC","Consulting Partner","Platform (Force.com)","Work.com","Retail & CG","10001+ ","APAC",,"Small"
ZGKCWOGWBGN6,8X9IGHPJRC8480A0056FLIAG0FE750DBL17THX655888HG1GVOO7ZLAKB2FIN0EO89U0815TOZD63G9YGA4C4Y65Y634UTES78901MSW8FLVE1NB,"New Business","BDR",,"(06) $250K - $500K",,"N",,,,"Work.com",,"Financial Services","10001+ ","AMER","Unlimited Customer","Top"
LJOGLCLJZL776,I2ZJ8JTSRQYJ9,"Add-On Business","Alliances",786,"(01) <=$25K","Partner Referral","N","Sourced Lead","AMER","Consulting Partner;ISV Partner;ISVforce",,"Work.com","Manufacturing","46-200","AMER","Enterprise Customer","Medium"
P0LWQP9DY8Q6148,J7BOZ0ZDILUID8OBG5NO,"New Business","SDR",,"(11) >$10M+","Partner Referral","N","Sourced Lead","AMER","Consulting Partner",,"Work.com","Manufacturing","1001-1500","AMER","Performance Edition","Top"
DX,YHLRW6L6OPOZW3QYQ2SAXHPOE5ZDLEASQIUNTHXV1AQI07RJKWZBLL52Z6DD8CV12W7JE2LOMB8TSXCZ2EOJ4N3NG67PKU9ZDA7Q,"New Business","BDR",,"(06) $250K - $500K",,"N",,,,"Work.com",,"Public Sector","46-200","AMER",,"Very Small"
MFW2WAQ,XPXOUE8P98RA5S1MZP3G8UNUDL61KCR6YQJVVXG14VZ0N74DBYNOQ5G38QIOI6TWK67EWM13XC6H,"New Business","AE",,"(05) $150K - $250K",,"N",,,,"Work.com",,"Travel, Transportation, & Hospitality","5001-10000","AMER",,
GG,1UPX2Y6KCF4QD59TPHZ0AQVRZEURC2ZM6Z97B2WOALNM5LH5LIU33OIJE2HJBWOMU96INSFU61IDUDLKCXWDVKYERH6PU0GQN1,"New Business","AE",217,"(03) $50K - $100K","Salesforce AE","N",,,,"Work.com","Work.com","Public Sector","10001+ ","AMER","Group Customer","Flagship"
1IB5BDELAYY26,VOYQ9QAVNLUENZS2O2FLX9Q4WE8VJ7VU538,"New Business","AE",,"(03) $50K - $100K","AE Generated - Create Account","N",,,,"Work.com",,"Financial Services","5001-10000","AMER",,"N/A"
9PSQ76,3465VONSU0QW5IJKC23ACPH8NPBCHAPL2R1U58ELCMH8KE7KA5AT6MRJJS2UAR0VSMZS917HBQUJUY0LNBDUX0YDX5UOHL8G1Q1L1TW,"New Business","SDR",5,"(01) <=$25K","Partner Referral","N","Sourced Lead","APAC","Consulting Partner",,"Work.com","Education","21-45","APAC",,
3HI5O1NTY,IWU,"New Business","AE",,"(06) $250K - $500K","AE Generated - Create Account","N",,,,"Work.com",,"Healthcare & Life Sciences","10001+ ","AMER","Unlimited Customer","Large"
L,469VC9YFZAOCE27TTDDB0IHFG4MWK,"Renewal","AE",,"(01) <=$25K","Salesforce AE","N",,,,"Work.com",,"Healthcare & Life Sciences","1-20","EMEA","Enterprise Customer","Medium"
ZABTG2K7V30B,Q5569139OXPTG0ZFDID45P9H1X20FXS1,"New Business","AE",,"(04) $100K - $150K","Salesforce AE","N",,,,"Work.com",,"Retail & CG","1501-2500","AMER","Enterprise Customer","Large"
8OZY5H62,L69VIJVV9K3KCZQXW5EYETTVI2GCYC3,"New Business","BDR",1043,"(05) $150K - $250K","EBR Generated","N",,,,"Work.com",,"Engineering, Construction, & Real Estate","2501-5000","AMER","Unlimited Customer","Flagship"
N,HPZTL2L95XZMO1GHPQLDA9RF2X1V7I6ABZ6EIS38D1KFV5ZH94DT2CJ2PPK9G9,"New Business","AE",,"(06) $250K - $500K","AE Generated - Create Account","N",,,,"Work.com",,"Healthcare & Life Sciences","10001+ ","AMER","Unlimited Customer","Large"
NM03RBRZ,NAIG8491X0133G78Y5ZVKMU20EE4GXAB0QIC,"Replacement","AE (Mktg Infl)",121,"(01) <=$25K","Salesforce AE","N","Joint Sales","AMER","Consulting Partner;ISVforce","Work.com","Work.com","Financial Services","46-200","AMER","Enterprise Customer","Large"
MT1SS8EM2SV1WPH,YP00PV7FJUSNR8PVXI19H9FVCL38NOV54OKHEEUWZX5NZUM516RTFAIFKWZU03R3LIW4N9O9HJ23UW593U27ORFLT11IKXAI,"New Business","Alliances",24,"(01) <=$25K","Partner Referral","N","Sourced Lead","APAC",,,"Work.com","Professional Services","21-45","APAC",,
UKQEEAHGCFKX4,F2KTSHF8U2WJNNY,"Add-On Business","BDR",,"(06) $250K - $500K","AE Generated - Create Account","N",,,,"Work.com",,"Healthcare & Life Sciences","2501-5000","AMER","Unlimited Customer","Top"
DYX,S50E1UTNGGR0E97U4LLJKK0EJB8GRF69RFZ75TO8CMQ7MJOHZC5GYT0F3IM9,"New Business","AE (Mktg Infl)",226,"(01) <=$25K","Salesforce AE","N",,,,"Work.com","Work.com","Healthcare & Life Sciences","1001-1500","EMEA",,"Medium"
LWEVPAY,OO990K0J9IPTEGTWY0A1WB4RDZS3SGR43HC9XW10R9LIK8N8IEV4M0IIGV7FGLAAXEZMIQYYIZKJOGSSYZRKTVNDUPROJ7OKYRFDBIZ2TLZU3,"New Business","AE",,"(06) $250K - $500K","AE Generated - Create Account","N",,,,"Work.com",,"Healthcare & Life Sciences","5001-10000","AMER","Unlimited Customer","Top"
NI3,VCJNY5W5WXAD,"Add-On Business","ECS",,"(01) <=$25K","Sales Generated","N",,,,"Work.com","Work.com","Travel, Transportation, & Hospitality","2501-5000","AMER","Enterprise Customer","Medium"
9E35CTR,SO455PQ8F873G42QU0G0HFZ6QMU8FBPQCZALVCKTAIP8MGF15V66T2O3CQBRUAN7WZ9TNNUJFCFTRWDD04KKMBB69DJZUAFC,"Add-On Business","AE",36,"(01) <=$25K","Salesforce AE","N",,,,"Work.com","Work.com","High Tech","201-500","AMER","Performance Edition","Large"
MKO4IX,BMA85XVWTDGMFPHJZYYRMYFDU1AL4NPMSEB27MRY5B1Q383BGNEYYK,"Add-On Business","AE",124,"(01) <=$25K","CFL","N",,,,"Work.com","Work.com","Travel, Transportation, & Hospitality","10001+ ","AMER","Unlimited Customer","Medium"
BV58ULEQMVRT,4NKIGP5I4W6ZA0,"New Business","AE",,"(01) <=$25K",,"N",,,,"Work.com",,"Retail & CG","10001+ ","AMER",,"Large"
7X877JL,QXPARFOZW2IZYZHOJRVDTODHSRLNCSP1PAID04DV7FF77M9SI64A4749XX1WRKNMPMU7G,"New Business","AE",,"(05) $150K - $250K","AE Generated - Create Account","N","No Partner","AMER",,"Work.com",,"Financial Services","1001-1500","EMEA","Unlimited Customer","Large"
SLEPZKS7M9SKBJ,J,"Add-On Business","BDR",,"(02) $25K - $50K","EBR Generated","N","Joint Sales","EMEA","Consulting Partner","Work.com",,"Travel, Transportation, & Hospitality","2501-5000","AMER","Unlimited Customer","Top"
1PAQD8Z97R,SCQLADESV98FWMH41WXPH2QMTQQY4SSL2LVIKRENZU18V16HXFRUQ79C1ZDSYSNQ,"New Business","AE",,"(06) $250K - $500K","AE Generated - Create Account","N","Joint Sales","AMER","Consulting Partner","Work.com",,"Healthcare & Life Sciences","10001+ ","AMER","Unlimited Customer","Large"
SJ,OXJJ9Q47O17QRNON9KDY9851OG0YVZ6DJXOIMW8JWNXVCKK6LLBIY80JXGGU30JNQISYY3S8K9ZIHZ4UBFLM02S5AJXTZOR2A,"Add-On Business","BDR",1219,"(01) <=$25K","EBR Generated","N","Joint Sales","AMER","Consulting Partner;GSI","Work.com",,"Financial Services","10001+ ","AMER",,"Top"
12ZA67,SS6JYXM394DSEHN3KNZGBKA8ZZQ738B1CEBH46IZDZ85M2W99SPSD8HD1NUYFUF8D1E056WJZE30XDJJKONBFB9WG87WG2Y7J2DO5DDB1BSJ7MWOO6,"New Business","SDR",,"(01) <=$25K","Partner Referral","N","Sourced Lead","EMEA","Global Strategic Partner","Platform (Site.com)","Work.com","Manufacturing","1501-2500","EMEA",,"N/A"
1,9HV4D5RLA1B3IJH21LOLP1VJ5APJIWHNZDV9OAN6KM98YXMTMPJ4KVX44N9EK28DVGJOZD8QUHZFW8728D1C2TIFG,"New Business","AE",79,"(11) >$10M+","CFL","N",,,,"Work.com","Work.com","Manufacturing","1-20","APAC",,"Very Small"
BMUQYX0,JPUBJF36PMYW5PCQ3U4EQ4FIJRO0AENNFCP8VORU6KZ2ZQS1JM4488X0KN0WFX5BS5RUP0TQMPNXGMPG7MMTY6AUHL3JVYHGMOWQMRLZQ,"Add-On Business","Cloud Sales",64,"(05) $150K - $250K","Sales Generated","N",,,,"Work.com",,"Communications & Media","501-1000","AMER","Unlimited Customer","N/A"
IHFJLV1PUJP,HYJIFVD3YBRKXP1OOV7G9BSE8X4QG6OR7CC151LOP5T5L6NR3MI34F480ZK2PFA9QOR07W2ZT3EHB1J213DAMW4UTQIO5RSUM2GWZ,"Add-On Business","AE (Mktg Infl)",596,"(04) $100K - $150K","AE Generated - Create Account","N","Joint Sales","AMER","Consulting Partner;GPA","Work.com",,"Manufacturing","10001+ ","AMER","Enterprise Customer","Top"
74SOMHNDC2A,IXMD8I8H94EZXXDV49NYENLV8VE75J5HROEDRBXI8TXY2YSQGOX7HWYKC2F5PD6JKEEQYZJ1ZSQ0Y3AVYJRA,"New Business","Alliances",1,"(01) <=$25K","Partner Referral","N","Sourced Lead","EMEA","Consulting Partner;Content Syndication",,"Work.com","Manufacturing","1-20","EMEA",,
F9A7VLO,B8AKS74VC4GR7ZLVEVAG0Q0ELCNRUDHJ0EK08X1IYYQIKYVRZNGCI738FDDL2M6XDTIU6GWXHI24Y6OK0UJVB1YZN0UJBME1UGEB33,"Add-On Business","AE",45,"(06) $250K - $500K","RM","N",,,,"Work.com",,"High Tech","2501-5000","AMER","Performance Edition","Small"
PHE84B2,D2ICQKMDKZBL416GIHPV4M2JA85RLAXX7LWXRQXT2A7R891XC3EQPJT,"New Business","BDR (Alliances Infl)",0,"(11) >$10M+","Partner Referral","N","Sourced Lead","APAC","Consulting Partner;OEM;ISV Partner",,"Work.com","Professional Services","5001-10000",,,"N/A"
KN,VBRLNOSM0GD9R3JMGLLKJVE1IFANV7IINAT0UL1MPPJIYFKBC6GZ5MV8GHSK7RDSN2N2QH55VVZ1U,"Add-On Business","AE",104,"(01) <=$25K","CFL","N",,,,"Work.com","Work.com","Financial Services","10001+ ","AMER","Unlimited Customer","Very Small"
UVG3JA,C3FW02WAGA8HLY90HC1GL06E59DUHAJGDVH9ZKSAY3N4O4VWWR6XRIDYOZ8J6J6KB2RN285F5YJ,"Add-On Business","Cloud Sales",27,"(05) $150K - $250K","Sales Generated","N",,,,"Work.com",,"Communications & Media","501-1000","AMER","Unlimited Customer","N/A"
UDGJIYHRW,BSPR9G0M4N4XM69LG0HEPTXSL,"Add-On Business","BDR",,"(06) $250K - $500K",,"N","Joint Sales","AMER","Consulting Partner;Training Partner;Content Syndication","Work.com",,"Financial Services","5001-10000","AMER","Unlimited Customer","Top"
AKB89DQRPIEZMME,QZ0KMOBXQNQA67NQ,"New Business","BDR",,"(05) $150K - $250K",,"N","No Partner","AMER",,"Work.com",,"High Tech","10001+ ","LACA","Enterprise Customer","Large"
53M2M,U3WOVWG2SV1XLA0J33UBQ5AS2VLCCYOS8GA2D9656WJ3QWO6SDM1QLLM7HJ5EP9GZ6XJYMT4COKA81NWI0ABDSG2VNI9A5PJLJESG1WSYFG3MU88XJU,"New Business","EBR (Mktg Infl)",56,"(01) <=$25K","AE Generated - Create Account","N",,,,"Work.com",,"Healthcare & Life Sciences","1-20","AMER",,"N/A"
IRKQK47CWE,TNFGC8S5WFMKVCSTLO699K9Z3S37UEJCF12CAMBOGND3YMHXTLFQF31CKUDR9BPIUA,"Add-On Business","AE",,"(03) $50K - $100K",,"N",,,,"Work.com",,"Manufacturing","10001+ ","AMER","Unlimited Customer","Very Small"
D4DP,BGABD2ZQMB6OG0,"Courtesy","AE",,"(01) <=$25K","AE Generated - Create Account","N",,,,"Work.com",,"Communications & Media","1001-1500","APAC",,
04RITLMJ,XXNY3QW6,"Add-On Business","Alliances",1,"(11) >$10M+","Partner Referral","N","Sourced Lead","AMER","Consulting Partner;ISV Partner",,"Work.com","Other","46-200","AMER","Enterprise Customer","Small"
QZXQH,RSPWTFO8XH3DACG79GQSB02Y23JKHPQC01QFUG6Y5LNTF2T5MXPQJZ5BT4IWEXWB,"Add-On Business","AE",,"(03) $50K - $100K","Salesforce AE","N","No Partner","AMER","ISV Partner","Work.com",,"High Tech","1501-2500","AMER","Unlimited Customer","Top"
SAGGHGE5SQA3E,U760LSUCPQ06QWW4M7QF5UNKF4ZKQ4CTN1Z73JF2X41ZOTHXFSMFRPS6U9IB8QR9JGIG6,"Add-On Business","Cloud Sales",,"(05) $150K - $250K",,"N","No Partner","AMER","Consulting Partner","Work.com",,"Healthcare & Life Sciences","1501-2500","AMER","Enterprise Customer","Top"
44H,8I7R1SE10UED3VB0VP7VFAP1Z1I6RQV3VL2YZ23,"New Business","AE",,"(01) <=$25K",,"N",,,,"Work.com",,"Retail & CG","1001-1500","AMER","Enterprise Customer","Very Small"
7DXZJJIRAUSWW73,BMKSCNZHVYGZAP73XBKYB22IMB842NNQNHFI5NXA9,"New Business","AE",,"(01) <=$25K","Salesforce AE","N",,,,"Work.com","Work.com","Engineering, Construction, & Real Estate","46-200","APAC","Enterprise Customer","Small"
E6BS1,5SXBV6EVFB0N270EHWS70YQ06NGO7U8H6QOB7TS17EDXDV6M1VWSH6KNCOHSDJ3BAIZG2R8,"New Business","AE",,"(02) $25K - $50K",,"N","No Partner","AMER",,"Work.com",,"Healthcare & Life Sciences","1001-1500","AMER","Unlimited Customer","Large"
QZ5X884LE78LEVE,6KPHM5DTCKD323R8AXMYNGWGFUHUOED20R0AQKJEBU1NFTHCBRS26UV2G8AGPXBU13MRLWZ1KWW27TM0N06RV4M68G21LHU2W593P,"Add-On Business","AE",,"(05) $150K - $250K","AE Generated - Create Account","N",,,,"Work.com",,"Manufacturing","2501-5000","AMER","Unlimited Customer","Large"
GRPR,BDPIZ1K8RHVRYV2SLQ8TC5NWI0G,"Add-On Business","AE",1539,"(01) <=$25K","Salesforce AE","N",,,,"Work.com","Work.com","Financial Services","21-45","AMER",,"Small"
DP2SODMS0A,Z63JNTJ2IAM2X2CL4VFGH06Q5IBJAX5EW5GFCDZPETMLQAJ2PHOCOATV35I4FT7K4V28VH0JCQT04HAG14MTMY30LTQEGIVHTF8W2SERYNPC35SVLM,"New Business","BDR",,"(05) $150K - $250K",,"N","Joint Sales","AMER","Consulting Partner","Work.com",,"Financial Services","501-1000","AMER",,"Medium"
W9W4CI03VU7UC,VOLQLLKFK4ZG13WXPZ50BST0TNXLZ7HZVH1EIA2NF4Y5FG,"New Business","AE",,"(06) $250K - $500K",,"N",,,,"Work.com",,"Healthcare & Life Sciences","1-20","AMER",,"Very Small"
6CCYV1TX155R,7L37YO3R7NOHCY1R77BGE7602M7,"Add-On Business","AE",1472,"(11) >$10M+","Partner Referral","N","Sourced Lead","AMER","Consulting Partner;ISV Partner",,"Work.com","Professional Services","2501-5000","AMER","Unlimited Customer","Very Small"
R6,U3G0L0GM9V1ODLA2NONKXR6NFL7RY3LXGTUK26,"Add-On Business","AE",,"(04) $100K - $150K",,"N",,,,"Work.com",,"Engineering, Construction, & Real Estate","5001-10000","AMER","Unlimited Customer","Flagship"
XI1O6D,K4BW89S9BDU72JH88LYUTJV3MY9GIEER,"Add-On Business","AE",,"(04) $100K - $150K","AE Generated - Create Account","N",,,,"Work.com",,"Retail & CG","1501-2500","AMER","Unlimited Customer","Large"
O5ZJUYULCW31JF1,RD9ZYXHVAR8KIBT0XVJZF48DKGTJRTMB06L5L,"Add-On Business","AE",182,"(02) $25K - $50K","Customer/Other Referral","N",,,,"Work.com",,"High Tech","2501-5000","AMER","Professional Customer","Medium"
ISR5,ISHKIDJTU424SMFFLHG3DZA7K89RM0SO1B9578LS91YU4ZDOGO260Y3FYGP,"Add-On Business","AE",,"(11) >$10M+","AE Generated - Create Account","N",,,,"Work.com",,"Manufacturing","2501-5000","AMER","Unlimited Customer","Large"
EN3Q8FJ6JXL,26TYRSMGGBZ9XH1PSXTFMQKT1DHSYW88XXJA70CIY8ZOV4BP142YMNNN32XNWX7HF2AD,"New Business","BDR",,"(03) $50K - $100K","Customer/Other Referral","N",,,,"Work.com",,"Financial Services","10001+ ","AMER","Enterprise Customer","Large"
XXQIH7OJT2,TERW1SKR8WLGRLYYE8H1U41DVYTI49YAUVEJZLDDXJNP2RC3IJIHJ0YYC8I9IPTV733NRWCMBKBHV2VBNKXBMTL0UEKNPN5ABGJBPVB,"New Business","AE",162,"(03) $50K - $100K","Salesforce AE","N",,,,"Work.com","Work.com","High Tech","1501-2500","AMER","Unlimited Customer","Large"
9L1HHCQ29,Q5Z79ZMW39NKVYQOB42LPZ57SVVOG8HLL25U8PYUMNJVZ8SU1KAJJ7EBAZ5RSPGS1Y119DKTRPEQZM3YJMPIPLF50HAWBJDWWMIQMY4NNBCX,"New Business","AE",,"(06) $250K - $500K",,"N",,,,"Work.com",,"Healthcare & Life Sciences","5001-10000","AMER","Unlimited Customer","Top"
6,ZW3QX14MWT7P8PC79HJJJ1QX6VIW3TQJUGIW4P2ANR4WX1JYHPWWEFX,"New Business","AE",,"(04) $100K - $150K",,"N",,,,"Work.com",,"Financial Services","10001+ ","AMER","Unlimited Customer","Medium"
ZP8XYQMPYVC8ND,KB6G7Y99,"Add-On Business","AE",120,"(04) $100K - $150K","CFL","N",,,,"Work.com","Work.com","Professional Services","5001-10000","AMER","Unlimited Customer","Mega"
KW1LA245AHSGNIU,IQXMB5Q,"New Business","AE",,"(01) <=$25K","Salesforce AE","N",,,,"Work.com","Work.com",,,,,
71D,Q5KG,"New Business","AE",,"(01) <=$25K","AE Generated - Create Account","N",,,,"Work.com","Work.com","Manufacturing","10001+ ","EMEA","Enterprise Customer","Top"
06N27N2KK,S9N6LKWLR79AIAHW42TLQ2HAZ85TGJKF7ZM09RMEA8S,"Add-On Business","BDR",,"(05) $150K - $250K",,"N",,,,"Work.com",,"Healthcare & Life Sciences","5001-10000","AMER","Unlimited Customer","Large"
HZ,729CEUGNE1ZGL59PBPWQRLUAMG7H1334XU4I2HQ52BUS5MSM0MSOEIZQD1Y8VDE8CF6Y352RB5NR47L1ZS5D9L2U,"New Business","AE",,"(04) $100K - $150K",,"N","No Partner","AMER","Consulting Partner","Work.com",,"Communications & Media","10001+ ","AMER","Enterprise Customer","Large"
